Start Time, Fri Apr 10 12:04:11 GMT-0400 2026
Energy calibration,  Offset: -168.54302978515625, Slope: 0.9260296821594238, Quadratic: 0
Live Time (s), 120
Real Time (s), 130.731314
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
926, 688.9604558944702, 405
927, 689.8864855766296, 425
928, 690.8125152587891, 478
929, 691.7385449409485, 413
930, 692.6645746231079, 416
931, 693.5906043052673, 424
932, 694.5166339874268, 471
933, 695.4426636695862, 443
934, 696.3686933517456, 428
935, 697.294723033905, 480
936, 698.2207527160645, 418
937, 699.1467823982239, 427
938, 700.0728120803833, 423
939, 700.9988417625427, 468
940, 701.9248714447021, 461
941, 702.8509011268616, 437
942, 703.776930809021, 445
943, 704.7029604911804, 431
944, 705.6289901733398, 441
945, 706.5550198554993, 444
946, 707.4810495376587, 459
947, 708.4070792198181, 475
948, 709.3331089019775, 437
949, 710.259138584137, 403
950, 711.1851682662964, 445
951, 712.1111979484558, 443
952, 713.0372276306152, 435
953, 713.9632573127747, 444
954, 714.8892869949341, 421
955, 715.8153166770935, 435
956, 716.7413463592529, 431
957, 717.6673760414124, 432
958, 718.5934057235718, 408
959, 719.5194354057312, 460
960, 720.4454650878906, 438
961, 721.37149477005, 469
962, 722.2975244522095, 437
963, 723.2235541343689, 430
964, 724.1495838165283, 451
965, 725.0756134986877, 419
966, 726.0016431808472, 375
967, 726.9276728630066, 454
968, 727.853702545166, 406
969, 728.7797322273254, 454
970, 729.7057619094849, 448
971, 730.6317915916443, 455
972, 731.5578212738037, 479
973, 732.4838509559631, 473
974, 733.4098806381226, 444
975, 734.335910320282, 452
976, 735.2619400024414, 456
977, 736.1879696846008, 462
978, 737.1139993667603, 425
979, 738.0400290489197, 512
980, 738.9660587310791, 500
981, 739.8920884132385, 431
982, 740.818118095398, 510
983, 741.7441477775574, 479
984, 742.6701774597168, 487
985, 743.5962071418762, 447
986, 744.5222368240356, 478
987, 745.4482665061951, 484
988, 746.3742961883545, 467
989, 747.3003258705139, 450
990, 748.2263555526733, 484
991, 749.1523852348328, 511
992, 750.0784149169922, 466
993, 751.0044445991516, 467
994, 751.930474281311, 457
995, 752.8565039634705, 544
996, 753.7825336456299, 446
997, 754.7085633277893, 530
998, 755.6345930099487, 523
999, 756.5606226921082, 487
1000, 757.4866523742676, 471
1001, 758.412682056427, 489
1002, 759.3387117385864, 528
1003, 760.2647414207458, 532
1004, 761.1907711029053, 475
1005, 762.1168007850647, 536
1006, 763.0428304672241, 502
1007, 763.9688601493835, 509
1008, 764.894889831543, 494
1009, 765.8209195137024, 533
1010, 766.7469491958618, 504
1011, 767.6729788780212, 537
1012, 768.5990085601807, 510
1013, 769.5250382423401, 547
1014, 770.4510679244995, 534
1015, 771.3770976066589, 518
1016, 772.3031272888184, 538
1017, 773.2291569709778, 546
1018, 774.1551866531372, 511
1019, 775.0812163352966, 555
1020, 776.007246017456, 533
1021, 776.9332756996155, 543
1022, 777.8593053817749, 523
1023, 778.7853350639343, 533
1024, 779.7113647460938, 539
1025, 780.6373944282532, 559
1026, 781.5634241104126, 559
1027, 782.489453792572, 559
1028, 783.4154834747314, 526
1029, 784.3415131568909, 540
1030, 785.2675428390503, 582
1031, 786.1935725212097, 528
1032, 787.1196022033691, 547
1033, 788.0456318855286, 533
1034, 788.971661567688, 547
1035, 789.8976912498474, 543
1036, 790.8237209320068, 621
1037, 791.7497506141663, 582
1038, 792.6757802963257, 586
1039, 793.6018099784851, 563
1040, 794.5278396606445, 586
1041, 795.453869342804, 578
1042, 796.3798990249634, 587
1043, 797.3059287071228, 609
1044, 798.2319583892822, 547
1045, 799.1579880714417, 529
1046, 800.0840177536011, 540
1047, 801.0100474357605, 545
1048, 801.9360771179199, 519
1049, 802.8621068000793, 585
1050, 803.7881364822388, 536
1051, 804.7141661643982, 567
1052, 805.6401958465576, 546
1053, 806.566225528717, 593
1054, 807.4922552108765, 553
1055, 808.4182848930359, 553
1056, 809.3443145751953, 539
1057, 810.2703442573547, 547
1058, 811.1963739395142, 560
1059, 812.1224036216736, 581
1060, 813.048433303833, 518
1061, 813.9744629859924, 552
1062, 814.9004926681519, 533
1063, 815.8265223503113, 578
1064, 816.7525520324707, 556
1065, 817.6785817146301, 516
1066, 818.6046113967896, 534
1067, 819.530641078949, 497
1068, 820.4566707611084, 560
1069, 821.3827004432678, 547
1070, 822.3087301254272, 538
1071, 823.2347598075867, 570
1072, 824.1607894897461, 531
1073, 825.0868191719055, 586
1074, 826.0128488540649, 536
1075, 826.9388785362244, 499
1076, 827.8649082183838, 516
1077, 828.7909379005432, 517
1078, 829.7169675827026, 499
1079, 830.6429972648621, 523
1080, 831.5690269470215, 558
1081, 832.4950566291809, 571
1082, 833.4210863113403, 487
1083, 834.3471159934998, 529
1084, 835.2731456756592, 516
1085, 836.1991753578186, 547
1086, 837.125205039978, 507
1087, 838.0512347221375, 529
1088, 838.9772644042969, 509
1089, 839.9032940864563, 486
1090, 840.8293237686157, 502
1091, 841.7553534507751, 509
1092, 842.6813831329346, 536
1093, 843.607412815094, 503
1094, 844.5334424972534, 469
1095, 845.4594721794128, 522
1096, 846.3855018615723, 503
1097, 847.3115315437317, 491
1098, 848.2375612258911, 507
1099, 849.1635909080505, 486
1100, 850.08962059021, 526
1101, 851.0156502723694, 460
1102, 851.9416799545288, 505
1103, 852.8677096366882, 504
1104, 853.7937393188477, 459
1105, 854.7197690010071, 461
1106, 855.6457986831665, 486
1107, 856.5718283653259, 515
1108, 857.4978580474854, 518
1109, 858.4238877296448, 512
1110, 859.3499174118042, 485
1111, 860.2759470939636, 448
1112, 861.201976776123, 498
1113, 862.1280064582825, 461
1114, 863.0540361404419, 437
1115, 863.9800658226013, 431
1116, 864.9060955047607, 463
1117, 865.8321251869202, 465
1118, 866.7581548690796, 472
1119, 867.684184551239, 455
1120, 868.6102142333984, 479
1121, 869.5362439155579, 482
1122, 870.4622735977173, 468
1123, 871.3883032798767, 456
1124, 872.3143329620361, 481
1125, 873.2403626441956, 439
1126, 874.166392326355, 503
1127, 875.0924220085144, 498
1128, 876.0184516906738, 481
1129, 876.9444813728333, 486
1130, 877.8705110549927, 512
1131, 878.7965407371521, 438
1132, 879.7225704193115, 500
1133, 880.648600101471, 487
1134, 881.5746297836304, 509
1135, 882.5006594657898, 464
1136, 883.4266891479492, 492
1137, 884.3527188301086, 462
1138, 885.2787485122681, 464
1139, 886.2047781944275, 479
1140, 887.1308078765869, 517
1141, 888.0568375587463, 501
1142, 888.9828672409058, 464
1143, 889.9088969230652, 484
1144, 890.8349266052246, 472
1145, 891.760956287384, 497
1146, 892.6869859695435, 465
1147, 893.6130156517029, 456
1148, 894.5390453338623, 467
1149, 895.4650750160217, 492
1150, 896.3911046981812, 445
1151, 897.3171343803406, 450
1152, 898.2431640625, 464
1153, 899.1691937446594, 481
1154, 900.0952234268188, 466
1155, 901.0212531089783, 486
1156, 901.9472827911377, 462
1157, 902.8733124732971, 479
1158, 903.7993421554565, 508
1159, 904.725371837616, 496
1160, 905.6514015197754, 473
1161, 906.5774312019348, 453
1162, 907.5034608840942, 458
1163, 908.4294905662537, 522
1164, 909.3555202484131, 485
1165, 910.2815499305725, 514
1166, 911.2075796127319, 477
1167, 912.1336092948914, 525
1168, 913.0596389770508, 478
1169, 913.9856686592102, 477
1170, 914.9116983413696, 472
1171, 915.837728023529, 467
1172, 916.7637577056885, 459
1173, 917.6897873878479, 451
1174, 918.6158170700073, 450
1175, 919.5418467521667, 428
1176, 920.4678764343262, 519
1177, 921.3939061164856, 507
1178, 922.319935798645, 460
1179, 923.2459654808044, 479
1180, 924.1719951629639, 485
1181, 925.0980248451233, 440
1182, 926.0240545272827, 490
1183, 926.9500842094421, 477
1184, 927.8761138916016, 504
1185, 928.802143573761, 493
1186, 929.7281732559204, 464
1187, 930.6542029380798, 508
1188, 931.5802326202393, 484
1189, 932.5062623023987, 396
1190, 933.4322919845581, 489
1191, 934.3583216667175, 497
1192, 935.284351348877, 497
1193, 936.2103810310364, 505
1194, 937.1364107131958, 447
1195, 938.0624403953552, 509
1196, 938.9884700775146, 466
1197, 939.9144997596741, 486
1198, 940.8405294418335, 490
1199, 941.7665591239929, 538
1200, 942.6925888061523, 501
1201, 943.6186184883118, 491
1202, 944.5446481704712, 484
1203, 945.4706778526306, 481
1204, 946.39670753479, 495
1205, 947.3227372169495, 456
1206, 948.2487668991089, 531
1207, 949.1747965812683, 464
1208, 950.1008262634277, 481
1209, 951.0268559455872, 485
1210, 951.9528856277466, 481
1211, 952.878915309906, 470
1212, 953.8049449920654, 485
1213, 954.7309746742249, 464
1214, 955.6570043563843, 451
1215, 956.5830340385437, 520
1216, 957.5090637207031, 460
1217, 958.4350934028625, 499
1218, 959.361123085022, 428
1219, 960.2871527671814, 475
1220, 961.2131824493408, 512
1221, 962.1392121315002, 444
1222, 963.0652418136597, 488
1223, 963.9912714958191, 466
1224, 964.9173011779785, 488
1225, 965.8433308601379, 469
1226, 966.7693605422974, 493
1227, 967.6953902244568, 491
1228, 968.6214199066162, 487
1229, 969.5474495887756, 505
1230, 970.4734792709351, 502
1231, 971.3995089530945, 489
1232, 972.3255386352539, 495
1233, 973.2515683174133, 477
1234, 974.1775979995728, 480
1235, 975.1036276817322, 520
1236, 976.0296573638916, 511
1237, 976.955687046051, 498
1238, 977.8817167282104, 491
1239, 978.8077464103699, 475
1240, 979.7337760925293, 525
1241, 980.6598057746887, 503
1242, 981.5858354568481, 521
1243, 982.5118651390076, 438
1244, 983.437894821167, 495
1245, 984.3639245033264, 451
1246, 985.2899541854858, 493
1247, 986.2159838676453, 495
1248, 987.1420135498047, 465
1249, 988.0680432319641, 467
1250, 988.9940729141235, 500
1251, 989.920102596283, 484
1252, 990.8461322784424, 440
1253, 991.7721619606018, 484
1254, 992.6981916427612, 482
1255, 993.6242213249207, 487
1256, 994.5502510070801, 484
1257, 995.4762806892395, 492
1258, 996.4023103713989, 486
1259, 997.3283400535583, 511
1260, 998.2543697357178, 487
1261, 999.1803994178772, 508
1262, 1000.1064291000366, 488
1263, 1001.032458782196, 484
1264, 1001.9584884643555, 486
1265, 1002.8845181465149, 464
1266, 1003.8105478286743, 479
1267, 1004.7365775108337, 510
1268, 1005.6626071929932, 482
1269, 1006.5886368751526, 449
1270, 1007.514666557312, 460
1271, 1008.4406962394714, 462
1272, 1009.3667259216309, 443
1273, 1010.2927556037903, 515
1274, 1011.2187852859497, 476
1275, 1012.1448149681091, 483
1276, 1013.0708446502686, 489
1277, 1013.996874332428, 498
1278, 1014.9229040145874, 458
1279, 1015.8489336967468, 496
1280, 1016.7749633789063, 524
1281, 1017.7009930610657, 498
1282, 1018.6270227432251, 498
1283, 1019.5530524253845, 446
1284, 1020.479082107544, 448
1285, 1021.4051117897034, 488
1286, 1022.3311414718628, 416
1287, 1023.2571711540222, 497
1288, 1024.1832008361816, 446
1289, 1025.109230518341, 433
1290, 1026.0352602005005, 487
1291, 1026.96128988266, 468
1292, 1027.8873195648193, 445
1293, 1028.8133492469788, 460
1294, 1029.7393789291382, 450
1295, 1030.6654086112976, 455
1296, 1031.591438293457, 488
1297, 1032.5174679756165, 432
1298, 1033.4434976577759, 465
1299, 1034.3695273399353, 425
1300, 1035.2955570220947, 414
1301, 1036.2215867042542, 442
1302, 1037.1476163864136, 447
1303, 1038.073646068573, 443
1304, 1038.9996757507324, 440
1305, 1039.9257054328918, 414
1306, 1040.8517351150513, 428
1307, 1041.7777647972107, 422
1308, 1042.7037944793701, 400
1309, 1043.6298241615295, 365
1310, 1044.555853843689, 391
1311, 1045.4818835258484, 401
1312, 1046.4079132080078, 373
1313, 1047.3339428901672, 376
1314, 1048.2599725723267, 395
1315, 1049.186002254486, 370
1316, 1050.1120319366455, 384
1317, 1051.038061618805, 388
1318, 1051.9640913009644, 384
1319, 1052.8901209831238, 375
1320, 1053.8161506652832, 371
1321, 1054.7421803474426, 405
1322, 1055.668210029602, 401
1323, 1056.5942397117615, 381
1324, 1057.520269393921, 376
1325, 1058.4462990760803, 383
1326, 1059.3723287582397, 382
1327, 1060.2983584403992, 367
1328, 1061.2243881225586, 371
1329, 1062.150417804718, 369
1330, 1063.0764474868774, 393
1331, 1064.0024771690369, 374
1332, 1064.9285068511963, 363
1333, 1065.8545365333557, 342
1334, 1066.7805662155151, 365
1335, 1067.7065958976746, 353
1336, 1068.632625579834, 364
1337, 1069.5586552619934, 355
1338, 1070.4846849441528, 338
1339, 1071.4107146263123, 352
1340, 1072.3367443084717, 329
1341, 1073.262773990631, 332
1342, 1074.1888036727905, 344
1343, 1075.11483335495, 334
1344, 1076.0408630371094, 351
1345, 1076.9668927192688, 333
1346, 1077.8929224014282, 333
1347, 1078.8189520835876, 369
1348, 1079.744981765747, 352
1349, 1080.6710114479065, 346
1350, 1081.597041130066, 336
1351, 1082.5230708122253, 318
1352, 1083.4491004943848, 326
1353, 1084.3751301765442, 337
1354, 1085.3011598587036, 371
1355, 1086.227189540863, 339
1356, 1087.1532192230225, 342
1357, 1088.0792489051819, 341
1358, 1089.0052785873413, 357
1359, 1089.9313082695007, 346
1360, 1090.8573379516602, 340
1361, 1091.7833676338196, 342
1362, 1092.709397315979, 349
1363, 1093.6354269981384, 322
1364, 1094.5614566802979, 315
1365, 1095.4874863624573, 323
1366, 1096.4135160446167, 382
1367, 1097.3395457267761, 299
1368, 1098.2655754089355, 309
1369, 1099.191605091095, 310
1370, 1100.1176347732544, 311
1371, 1101.0436644554138, 321
1372, 1101.9696941375732, 351
1373, 1102.8957238197327, 339
1374, 1103.821753501892, 361
1375, 1104.7477831840515, 322
1376, 1105.673812866211, 363
1377, 1106.5998425483704, 330
1378, 1107.5258722305298, 333
1379, 1108.4519019126892, 335
1380, 1109.3779315948486, 358
1381, 1110.303961277008, 331
1382, 1111.2299909591675, 348
1383, 1112.156020641327, 332
1384, 1113.0820503234863, 374
1385, 1114.0080800056458, 314
1386, 1114.9341096878052, 325
1387, 1115.8601393699646, 318
1388, 1116.786169052124, 359
1389, 1117.7121987342834, 318
1390, 1118.6382284164429, 343
1391, 1119.5642580986023, 347
1392, 1120.4902877807617, 385
1393, 1121.4163174629211, 323
1394, 1122.3423471450806, 355
1395, 1123.26837682724, 372
1396, 1124.1944065093994, 390
1397, 1125.1204361915588, 373
1398, 1126.0464658737183, 364
1399, 1126.9724955558777, 369
1400, 1127.898525238037, 390
1401, 1128.8245549201965, 366
1402, 1129.750584602356, 362
1403, 1130.6766142845154, 397
1404, 1131.6026439666748, 355
1405, 1132.5286736488342, 364
1406, 1133.4547033309937, 390
1407, 1134.380733013153, 387
1408, 1135.3067626953125, 369
1409, 1136.232792377472, 392
1410, 1137.1588220596313, 386
1411, 1138.0848517417908, 412
1412, 1139.0108814239502, 414
1413, 1139.9369111061096, 398
1414, 1140.862940788269, 374
1415, 1141.7889704704285, 386
1416, 1142.715000152588, 389
1417, 1143.6410298347473, 376
1418, 1144.5670595169067, 422
1419, 1145.4930891990662, 372
1420, 1146.4191188812256, 388
1421, 1147.345148563385, 410
1422, 1148.2711782455444, 383
1423, 1149.1972079277039, 435
1424, 1150.1232376098633, 430
1425, 1151.0492672920227, 421
1426, 1151.9752969741821, 428
1427, 1152.9013266563416, 413
1428, 1153.827356338501, 412
1429, 1154.7533860206604, 433
1430, 1155.6794157028198, 492
1431, 1156.6054453849792, 416
1432, 1157.5314750671387, 449
1433, 1158.457504749298, 482
1434, 1159.3835344314575, 431
1435, 1160.309564113617, 473
1436, 1161.2355937957764, 493
1437, 1162.1616234779358, 440
1438, 1163.0876531600952, 467
1439, 1164.0136828422546, 453
1440, 1164.939712524414, 428
1441, 1165.8657422065735, 467
1442, 1166.791771888733, 490
1443, 1167.7178015708923, 494
1444, 1168.6438312530518, 448
1445, 1169.5698609352112, 529
1446, 1170.4958906173706, 509
1447, 1171.42192029953, 466
1448, 1172.3479499816895, 452
1449, 1173.2739796638489, 497
1450, 1174.2000093460083, 542
1451, 1175.1260390281677, 518
1452, 1176.0520687103271, 548
1453, 1176.9780983924866, 512
1454, 1177.904128074646, 542
1455, 1178.8301577568054, 543
1456, 1179.7561874389648, 542
1457, 1180.6822171211243, 487
1458, 1181.6082468032837, 546
1459, 1182.5342764854431, 582
1460, 1183.4603061676025, 592
1461, 1184.386335849762, 573
1462, 1185.3123655319214, 580
1463, 1186.2383952140808, 586
1464, 1187.1644248962402, 595
1465, 1188.0904545783997, 657
1466, 1189.016484260559, 635
1467, 1189.9425139427185, 622
1468, 1190.868543624878, 671
1469, 1191.7945733070374, 625
1470, 1192.7206029891968, 691
1471, 1193.6466326713562, 635
1472, 1194.5726623535156, 673
1473, 1195.498692035675, 668
1474, 1196.4247217178345, 710
1475, 1197.350751399994, 736
1476, 1198.2767810821533, 710
1477, 1199.2028107643127, 717
1478, 1200.1288404464722, 679
1479, 1201.0548701286316, 737
1480, 1201.980899810791, 712
1481, 1202.9069294929504, 769
1482, 1203.8329591751099, 781
1483, 1204.7589888572693, 787
1484, 1205.6850185394287, 807
1485, 1206.6110482215881, 840
1486, 1207.5370779037476, 792
1487, 1208.463107585907, 828
1488, 1209.3891372680664, 866
1489, 1210.3151669502258, 858
1490, 1211.2411966323853, 786
1491, 1212.1672263145447, 852
1492, 1213.093255996704, 840
1493, 1214.0192856788635, 897
1494, 1214.945315361023, 865
1495, 1215.8713450431824, 894
1496, 1216.7973747253418, 933
1497, 1217.7234044075012, 914
1498, 1218.6494340896606, 960
1499, 1219.57546377182, 940
1500, 1220.5014934539795, 941
1501, 1221.427523136139, 931
1502, 1222.3535528182983, 961
1503, 1223.2795825004578, 993
1504, 1224.2056121826172, 966
1505, 1225.1316418647766, 967
1506, 1226.057671546936, 1000
1507, 1226.9837012290955, 963
1508, 1227.9097309112549, 1011
1509, 1228.8357605934143, 1012
1510, 1229.7617902755737, 1081
1511, 1230.6878199577332, 967
1512, 1231.6138496398926, 1044
1513, 1232.539879322052, 1110
1514, 1233.4659090042114, 1071
1515, 1234.3919386863708, 1069
1516, 1235.3179683685303, 1046
1517, 1236.2439980506897, 1063
1518, 1237.1700277328491, 1099
1519, 1238.0960574150085, 1154
1520, 1239.022087097168, 1114
1521, 1239.9481167793274, 1149
1522, 1240.8741464614868, 1093
1523, 1241.8001761436462, 1196
1524, 1242.7262058258057, 1090
1525, 1243.652235507965, 1195
1526, 1244.5782651901245, 1077
1527, 1245.504294872284, 1161
1528, 1246.4303245544434, 1157
1529, 1247.3563542366028, 1097
1530, 1248.2823839187622, 1195
1531, 1249.2084136009216, 1184
1532, 1250.134443283081, 1104
1533, 1251.0604729652405, 1145
1534, 1251.9865026474, 1262
1535, 1252.9125323295593, 1218
1536, 1253.8385620117188, 1159
1537, 1254.7645916938782, 1164
1538, 1255.6906213760376, 1243
1539, 1256.616651058197, 1219
1540, 1257.5426807403564, 1136
1541, 1258.4687104225159, 1170
1542, 1259.3947401046753, 1199
1543, 1260.3207697868347, 1125
1544, 1261.2467994689941, 1162
1545, 1262.1728291511536, 1230
1546, 1263.098858833313, 1247
1547, 1264.0248885154724, 1213
1548, 1264.9509181976318, 1186
1549, 1265.8769478797913, 1205
1550, 1266.8029775619507, 1209
1551, 1267.72900724411, 1184
1552, 1268.6550369262695, 1129
1553, 1269.581066608429, 1163
1554, 1270.5070962905884, 1136
1555, 1271.4331259727478, 1168
1556, 1272.3591556549072, 1147
1557, 1273.2851853370667, 1201
1558, 1274.211215019226, 1145
1559, 1275.1372447013855, 1094
1560, 1276.063274383545, 1106
1561, 1276.9893040657043, 1130
1562, 1277.9153337478638, 1079
1563, 1278.8413634300232, 1096
1564, 1279.7673931121826, 1095
1565, 1280.693422794342, 1097
1566, 1281.6194524765015, 1024
1567, 1282.545482158661, 1038
1568, 1283.4715118408203, 1007
1569, 1284.3975415229797, 1073
1570, 1285.3235712051392, 1046
1571, 1286.2496008872986, 974
1572, 1287.175630569458, 973
1573, 1288.1016602516174, 1007
1574, 1289.0276899337769, 982
1575, 1289.9537196159363, 1016
1576, 1290.8797492980957, 961
1577, 1291.8057789802551, 965
1578, 1292.7318086624146, 1011
1579, 1293.657838344574, 921
1580, 1294.5838680267334, 959
1581, 1295.5098977088928, 933
1582, 1296.4359273910522, 892
1583, 1297.3619570732117, 883
1584, 1298.287986755371, 906
1585, 1299.2140164375305, 846
1586, 1300.14004611969, 842
1587, 1301.0660758018494, 869
1588, 1301.9921054840088, 782
1589, 1302.9181351661682, 834
1590, 1303.8441648483276, 821
1591, 1304.770194530487, 751
1592, 1305.6962242126465, 790
1593, 1306.622253894806, 794
1594, 1307.5482835769653, 700
1595, 1308.4743132591248, 677
1596, 1309.4003429412842, 742
1597, 1310.3263726234436, 684
1598, 1311.252402305603, 711
1599, 1312.1784319877625, 683
1600, 1313.1044616699219, 648
1601, 1314.0304913520813, 684
1602, 1314.9565210342407, 652
1603, 1315.8825507164001, 655
1604, 1316.8085803985596, 616
1605, 1317.734610080719, 526
1606, 1318.6606397628784, 571
1607, 1319.5866694450378, 557
1608, 1320.5126991271973, 588
1609, 1321.4387288093567, 577
1610, 1322.364758491516, 552
1611, 1323.2907881736755, 523
1612, 1324.216817855835, 528
1613, 1325.1428475379944, 519
1614, 1326.0688772201538, 504
1615, 1326.9949069023132, 499
1616, 1327.9209365844727, 479
1617, 1328.846966266632, 551
1618, 1329.7729959487915, 464
1619, 1330.699025630951, 423
1620, 1331.6250553131104, 434
1621, 1332.5510849952698, 420
1622, 1333.4771146774292, 459
1623, 1334.4031443595886, 420
1624, 1335.329174041748, 399
1625, 1336.2552037239075, 390
1626, 1337.181233406067, 404
1627, 1338.1072630882263, 375
1628, 1339.0332927703857, 378
1629, 1339.9593224525452, 380
1630, 1340.8853521347046, 376
1631, 1341.811381816864, 330
1632, 1342.7374114990234, 332
1633, 1343.6634411811829, 364
1634, 1344.5894708633423, 303
1635, 1345.5155005455017, 338
1636, 1346.4415302276611, 345
1637, 1347.3675599098206, 322
1638, 1348.29358959198, 332
1639, 1349.2196192741394, 350
1640, 1350.1456489562988, 319
1641, 1351.0716786384583, 326
1642, 1351.9977083206177, 319
1643, 1352.923738002777, 315
1644, 1353.8497676849365, 299
1645, 1354.775797367096, 316
1646, 1355.7018270492554, 307
1647, 1356.6278567314148, 297
1648, 1357.5538864135742, 303
1649, 1358.4799160957336, 344
1650, 1359.405945777893, 318
1651, 1360.3319754600525, 332
1652, 1361.258005142212, 340
1653, 1362.1840348243713, 351
1654, 1363.1100645065308, 364
1655, 1364.0360941886902, 318
1656, 1364.9621238708496, 290
1657, 1365.888153553009, 335
1658, 1366.8141832351685, 330
1659, 1367.7402129173279, 342
1660, 1368.6662425994873, 328
1661, 1369.5922722816467, 370
1662, 1370.5183019638062, 381
1663, 1371.4443316459656, 342
1664, 1372.370361328125, 370
1665, 1373.2963910102844, 344
1666, 1374.2224206924438, 371
1667, 1375.1484503746033, 354
1668, 1376.0744800567627, 369
1669, 1377.0005097389221, 379
1670, 1377.9265394210815, 394
1671, 1378.852569103241, 399
1672, 1379.7785987854004, 376
1673, 1380.7046284675598, 458
1674, 1381.6306581497192, 454
1675, 1382.5566878318787, 377
1676, 1383.482717514038, 434
1677, 1384.4087471961975, 454
1678, 1385.334776878357, 437
1679, 1386.2608065605164, 490
1680, 1387.1868362426758, 519
1681, 1388.1128659248352, 449
1682, 1389.0388956069946, 491
1683, 1389.964925289154, 492
1684, 1390.8909549713135, 504
1685, 1391.816984653473, 518
1686, 1392.7430143356323, 470
1687, 1393.6690440177917, 540
1688, 1394.5950736999512, 549
1689, 1395.5211033821106, 471
1690, 1396.44713306427, 556
1691, 1397.3731627464294, 559
1692, 1398.2991924285889, 583
1693, 1399.2252221107483, 585
1694, 1400.1512517929077, 594
1695, 1401.0772814750671, 584
1696, 1402.0033111572266, 597
1697, 1402.929340839386, 573
1698, 1403.8553705215454, 616
1699, 1404.7814002037048, 610
1700, 1405.7074298858643, 633
1701, 1406.6334595680237, 640
1702, 1407.559489250183, 648
1703, 1408.4855189323425, 657
1704, 1409.411548614502, 687
1705, 1410.3375782966614, 667
1706, 1411.2636079788208, 729
1707, 1412.1896376609802, 695
1708, 1413.1156673431396, 691
1709, 1414.041697025299, 742
1710, 1414.9677267074585, 726
1711, 1415.893756389618, 688
1712, 1416.8197860717773, 748
1713, 1417.7458157539368, 707
1714, 1418.6718454360962, 779
1715, 1419.5978751182556, 764
1716, 1420.523904800415, 785
1717, 1421.4499344825745, 744
1718, 1422.375964164734, 738
1719, 1423.3019938468933, 742
1720, 1424.2280235290527, 813
1721, 1425.1540532112122, 797
1722, 1426.0800828933716, 806
1723, 1427.006112575531, 806
1724, 1427.9321422576904, 835
1725, 1428.8581719398499, 827
1726, 1429.7842016220093, 846
1727, 1430.7102313041687, 818
1728, 1431.6362609863281, 848
1729, 1432.5622906684875, 831
1730, 1433.488320350647, 855
1731, 1434.4143500328064, 867
1732, 1435.3403797149658, 864
1733, 1436.2664093971252, 850
1734, 1437.1924390792847, 870
1735, 1438.118468761444, 906
1736, 1439.0444984436035, 853
1737, 1439.970528125763, 867
1738, 1440.8965578079224, 846
1739, 1441.8225874900818, 875
1740, 1442.7486171722412, 843
1741, 1443.6746468544006, 884
1742, 1444.60067653656, 859
1743, 1445.5267062187195, 915
1744, 1446.452735900879, 864
1745, 1447.3787655830383, 852
1746, 1448.3047952651978, 851
1747, 1449.2308249473572, 938
1748, 1450.1568546295166, 884
1749, 1451.082884311676, 877
1750, 1452.0089139938354, 913
1751, 1452.9349436759949, 915
1752, 1453.8609733581543, 860
1753, 1454.7870030403137, 860
1754, 1455.7130327224731, 860
1755, 1456.6390624046326, 889
1756, 1457.565092086792, 908
1757, 1458.4911217689514, 836
1758, 1459.4171514511108, 891
1759, 1460.3431811332703, 896
1760, 1461.2692108154297, 878
1761, 1462.195240497589, 898
1762, 1463.1212701797485, 877
1763, 1464.047299861908, 874
1764, 1464.9733295440674, 906
1765, 1465.8993592262268, 871
1766, 1466.8253889083862, 892
1767, 1467.7514185905457, 870
1768, 1468.677448272705, 894
1769, 1469.6034779548645, 887
1770, 1470.529507637024, 808
1771, 1471.4555373191833, 861
1772, 1472.3815670013428, 844
1773, 1473.3075966835022, 827
1774, 1474.2336263656616, 756
1775, 1475.159656047821, 810
1776, 1476.0856857299805, 844
1777, 1477.01171541214, 806
1778, 1477.9377450942993, 807
1779, 1478.8637747764587, 788
1780, 1479.7898044586182, 785
1781, 1480.7158341407776, 745
1782, 1481.641863822937, 783
1783, 1482.5678935050964, 792
1784, 1483.4939231872559, 815
1785, 1484.4199528694153, 738
1786, 1485.3459825515747, 755
1787, 1486.2720122337341, 798
1788, 1487.1980419158936, 761
1789, 1488.124071598053, 693
1790, 1489.0501012802124, 748
1791, 1489.9761309623718, 694
1792, 1490.9021606445313, 666
1793, 1491.8281903266907, 671
1794, 1492.75422000885, 641
1795, 1493.6802496910095, 714
1796, 1494.606279373169, 674
1797, 1495.5323090553284, 656
1798, 1496.4583387374878, 705
1799, 1497.3843684196472, 640
1800, 1498.3103981018066, 688
1801, 1499.236427783966, 625
1802, 1500.1624574661255, 600
1803, 1501.088487148285, 596
1804, 1502.0145168304443, 618
1805, 1502.9405465126038, 603
1806, 1503.8665761947632, 572
1807, 1504.7926058769226, 569
1808, 1505.718635559082, 551
1809, 1506.6446652412415, 562
1810, 1507.5706949234009, 519
1811, 1508.4967246055603, 553
1812, 1509.4227542877197, 527
1813, 1510.3487839698792, 504
1814, 1511.2748136520386, 481
1815, 1512.200843334198, 532
1816, 1513.1268730163574, 491
1817, 1514.0529026985168, 452
1818, 1514.9789323806763, 471
1819, 1515.9049620628357, 506
1820, 1516.8309917449951, 512
1821, 1517.7570214271545, 485
1822, 1518.683051109314, 432
1823, 1519.6090807914734, 487
